"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES"
"IT000016090","1945-06-10","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT",,,,,,,,,"  251","H,,S"
"IT000016090","1945-06-11","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT",,,,,,,,,"  239","H,,S"
"IT000016090","1945-06-12","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT",,,,,,,,,"  226","H,,S"
"IT000016090","1951-01-01","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"   30",",,I","   -8",",,E",,
"IT000016090","1951-01-02","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","   64",",,E",,,"   60",",,I","   -6",",,E",,
"IT000016090","1951-01-03","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","  246",",,E",,,"   50",",,I","   22",",,E",,
"IT000016090","1951-01-04","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","   20",",,E",,,"   90",",,I","   28",",,E",,
"IT000016090","1951-01-05","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"  100",",,I","   24",",,E",,
"IT000016090","1951-01-06","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"   30",",,I","  -32",",,E",,
"IT000016090","1951-01-07","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"   40",",,I","  -22",",,E",,
"IT000016090","1951-01-08","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"   90",",,I","   18",",,E",,
"IT000016090","1951-01-09","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"   80",",,I","   10",",,E",,
"IT000016090","1951-01-10","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"   70",",,I","  -18",",,E",,
"IT000016090","1951-01-11","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    2",",,E",,,"   30",",,I","  -30",",,E",,
"IT000016090","1951-01-12","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","   12",",,E",,,"   70",",,I","   22",",,E",,
"IT000016090","1951-01-13","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","   66",",,E",,,"   70",",,I","   40",",,E",,
"IT000016090","1951-01-14","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"  120",",,I","  -30",",,E",,
"IT000016090","1951-01-15","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"   60",",,I","  -26",",,E",,
"IT000016090","1951-01-16","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"  110",",,I","   -4",",,E",,
"IT000016090","1951-01-17","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"  100",",,I","   10",",,E",,
"IT000016090","1951-01-18","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"   40",",,I","  -30",",,E",,
"IT000016090","1951-01-19","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"  100",",,I","  -30",",,E",,
"IT000016090","1951-01-20","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"  120",",,I","   -6",",,E",,
"IT000016090","1951-01-21","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"  120",",,I","  -28",",,E",,
"IT000016090","1951-01-22","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"  110",",,I","    0",",,E",,
"IT000016090","1951-01-23","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    4",",,E",,,"   70",",,I","   14",",,E",,
"IT000016090","1951-01-24","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","   14",",,E",,,"   70",",,I","   36",",,E",,
"IT000016090","1951-01-25","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","  214",",,E",,,"  100",",,I","   26",",,E",,
"IT000016090","1951-01-26","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"   70",",,I","   26",",,E",,
"IT000016090","1951-01-27","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"   60",",,I","  -10",",,E",,
"IT000016090","1951-01-28","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","   22",",,E",,,"   90",",,I","   30",",,E",,
"IT000016090","1951-01-29","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","   58",",,E",,,"   90",",,I","   32",",,E",,
"IT000016090","1951-01-30","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","   14",",,E",,,"   80",",,I","   34",",,E",,
"IT000016090","1951-01-31","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","   10",",,E",,,"   70",",,I","   25",",,E",,
"IT000016090","1951-02-01","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    6",",,E",,,"  110",",,I","   24",",,E",,
"IT000016090","1951-02-02","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"  100",",,I","    0",",,E",,
"IT000016090","1951-02-03","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"   70",",,I","   -8",",,E",,
"IT000016090","1951-02-04","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","   60",",,E",,,"   50",",,I","  -20",",,E",,
"IT000016090","1951-02-05","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","   96",",,E",,,"   90",",,I","   36",",,E",,
"IT000016090","1951-02-06","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","   88",",,E",,,"   70",",,I","   42",",,E",,
"IT000016090","1951-02-07","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","   32",",,E",,,"  100",",,I","   42",",,E",,
"IT000016090","1951-02-08","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","   58",",,E",,,"  170",",,I","   60",",,E",,
"IT000016090","1951-02-09","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"  160",",,I","    8",",,E",,
"IT000016090","1951-02-10","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"  130",",,I","   22",",,E",,
"IT000016090","1951-02-11","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"  150",",,I","   76",",,E",,
"IT000016090","1951-02-12","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","   40",",,E",,,"  130",",,I","   84",",,E",,
"IT000016090","1951-02-13","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","   59",",,E",,,"  110",",,I","   72",",,E",,
"IT000016090","1951-02-14","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"  140",",,I","   35",",,E",,
"IT000016090","1951-02-15","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","   10",",,E",,,"  100",",,I","   30",",,E",,
"IT000016090","1951-02-16","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    6",",,E",,,"  110",",,I","   44",",,E",,
"IT000016090","1951-02-17","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"  140",",,I","   -8",",,E",,
"IT000016090","1951-02-18","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","   36",",,E",,,"   70",",,I","   12",",,E",,
"IT000016090","1951-02-19","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","   30",",,E",,,"   60",",,I","  -10",",,E",,
"IT000016090","1951-02-20","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"  120",",,I","  -20",",,E",,
"IT000016090","1951-02-21","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","   94",",,E",,,"   70",",,I","   20",",,E",,
"IT000016090","1951-02-22","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"  130",",,I","  -10",",,E",,
"IT000016090","1951-02-23","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"  120",",,I","  -14",",,E",,
"IT000016090","1951-02-24","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","   50",",,E",,,"   80",",,I","  -14",",,E",,
"IT000016090","1951-02-25","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","   28",",,E",,,"  100",",,I","   35",",,E",,
"IT000016090","1951-02-26","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","   76",",,E",,,"   90",",,I","   40",",,E",,
"IT000016090","1951-02-27","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"  130",",,I","    0",",,E",,
"IT000016090","1951-02-28","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"  100",",,I","    0",",,E",,
"IT000016090","1951-03-01","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"   90",",,I","    0",",,E",,
"IT000016090","1951-03-02","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"   90",",,I","  -35",",,E",,
"IT000016090","1951-03-03","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","   86",",,E",,,"   40",",,I","    0",",,E",,
"IT000016090","1951-03-04","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    2",",,E",,,"   90",",,I","    0",",,E",,
"IT000016090","1951-03-05","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"  100",",,I","  -32",",,E",,
"IT000016090","1951-03-06","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","   56",",,E",,,"   40",",,I","  -16",",,E",,
"IT000016090","1951-03-07","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","   26",",,E",,,"  100",",,I","   30",",,E",,
"IT000016090","1951-03-08","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","  126",",,E",,,"  120",",,I","   56",",,E",,
"IT000016090","1951-03-09","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","   58",",,E",,,"  130",",,I","    6",",,E",,
"IT000016090","1951-03-10","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"  130",",,I","    0",",,E",,
"IT000016090","1951-03-11","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    2",",,E",,,"  110",",,I","   -6",",,E",,
"IT000016090","1951-03-12","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","   96",",,E",,,"   90",",,I","   50",",,E",,
"IT000016090","1951-03-13","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    4",",,E",,,"  120",",,I","   26",",,E",,
"IT000016090","1951-03-14","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","   52",",,E",,,"  140",",,I","   84",",,E",,
"IT000016090","1951-03-15","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"  160",",,I","   20",",,E",,
"IT000016090","1951-03-16","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"  170",",,I","   10",",,E",,
"IT000016090","1951-03-17","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    1",",,E",,,"  150",",,I","   66",",,E",,
"IT000016090","1951-03-18","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","   21",",,E",,,"  120",",,I","   90",",,E",,
"IT000016090","1951-03-19","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","   13",",,E",,,"  150",",,I","   56",",,E",,
"IT000016090","1951-03-20","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"  190",",,I","   74",",,E",,
"IT000016090","1951-03-21","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"  140",",,I","    0",",,E",,
"IT000016090","1951-03-22","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"  110",",,I","  -45",",,E",,
"IT000016090","1951-03-23","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"  140",",,I","   20",",,E",,
"IT000016090","1951-03-24","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","   63",",,E",,,"   80",",,I","   -4",",,E",,
"IT000016090","1951-03-25","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"   90",",,I","   40",",,E",,
"IT000016090","1951-03-26","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"  140",",,I","   10",",,E",,
"IT000016090","1951-03-27","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"  150",",,I","  -25",",,E",,
"IT000016090","1951-03-28","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","   12",",,E",,,"  110",",,I","   80",",,E",,
"IT000016090","1951-03-29","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","  210",",,E",,,"   80",",,I","   48",",,E",,
"IT000016090","1951-03-30","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"  120",",,I","   10",",,E",,
"IT000016090","1951-03-31","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","   52",",,E",,,"   90",",,I","   65",",,E",,
"IT000016090","1951-04-01","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"  160",",,I","   20",",,E",,
"IT000016090","1951-04-02","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"  140",",,I","    0",",,E",,
"IT000016090","1951-04-03","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"  160",",,I","   74",",,E",,
"IT000016090","1951-04-04","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"  180",",,I","   70",",,E",,
"IT000016090","1951-04-05","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"  200",",,I","   16",",,E",,
"IT000016090","1951-04-06","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"  190",",,I","   14",",,E",,
"IT000016090","1951-04-07","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"  180",",,I","   30",",,E",,
"IT000016090","1951-04-08","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","   24",",,E",,,"  180",",,I","   98",",,E",,
"IT000016090","1951-04-09","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"  180",",,I","   15",",,E",,
"IT000016090","1951-04-10","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    6",",,E",,,"  190",",,I","   48",",,E",,
"IT000016090","1951-04-11","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","   75",",,E",,,"  190",",,I","   74",",,E",,
"IT000016090","1951-04-12","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","  182",",,E",,,"  140",",,I","   62",",,E",,
"IT000016090","1951-04-13","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"  160",",,I","    8",",,E",,
"IT000016090","1951-04-14","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"  190",",,I","   22",",,E",,
"IT000016090","1951-04-15","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"  170",",,I","   56",",,E",,
"IT000016090","1951-04-16","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"  170",",,I","   46",",,E",,
"IT000016090","1951-04-17","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"  200",",,I","   26",",,E",,
"IT000016090","1951-04-18","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"  180",",,I","   78",",,E",,
"IT000016090","1951-04-19","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    4",",,E",,,"  170",",,I","   88",",,E",,
"IT000016090","1951-04-20","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"  170",",,I","   86",",,E",,
"IT000016090","1951-04-21","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"  220",",,I","   56",",,E",,
"IT000016090","1951-04-22","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"  190",",,I","   84",",,E",,
"IT000016090","1951-04-23","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"  170",",,I","   60",",,E",,
"IT000016090","1951-04-24","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"  190",",,I","   15",",,E",,
"IT000016090","1951-04-25","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"  210",",,I","   35",",,E",,
"IT000016090","1951-04-26","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"  200",",,I","  100",",,E",,
"IT000016090","1951-04-27","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","   12",",,E",,,"  190",",,I","  104",",,E",,
"IT000016090","1951-04-28","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","   10",",,E",,,"  200",",,I","   58",",,E",,
"IT000016090","1951-04-29","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    4",",,E",,,"  200",",,I","   80",",,E",,
"IT000016090","1951-04-30","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"  190",",,I","   28",",,E",,
"IT000016090","1951-05-01","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","   68",",,E",,,"  130",",,I","   70",",,E",,
"IT000016090","1951-05-02","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    6",",,E",,,"  190",",,I","  102",",,E",,
"IT000016090","1951-05-03","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    6",",,E",,,"  230",",,I","   75",",,E",,
"IT000016090","1951-05-04","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    1",",,E",,,"  220",",,I","  114",",,E",,
"IT000016090","1951-05-05","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"  220",",,I","   72",",,E",,
"IT000016090","1951-05-06","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"  220",",,I","   66",",,E",,
"IT000016090","1951-05-07","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","   14",",,E",,,"  170",",,I","   76",",,E",,
"IT000016090","1951-05-08","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","  190",",,E",,,"  160",",,I","   70",",,E",,
"IT000016090","1951-05-09","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    4",",,E",,,"  200",",,I","   62",",,E",,
"IT000016090","1951-05-10","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","  156",",,E",,,"  140",",,I","   98",",,E",,
"IT000016090","1951-05-11","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    4",",,E",,,"  200",",,I","  108",",,E",,
"IT000016090","1951-05-12","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"  200",",,I","   92",",,E",,
"IT000016090","1951-05-13","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"  170",",,I","   88",",,E",,
"IT000016090","1951-05-14","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","   70",",,E",,,"  120",",,I","  102",",,E",,
"IT000016090","1951-05-15","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","   26",",,E",,,"  140",",,I","  100",",,E",,
"IT000016090","1951-05-16","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","   42",",,E",,,"  170",",,I","   70",",,E",,
"IT000016090","1951-05-17","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","   46",",,E",,,"  180",",,I","   56",",,E",,
"IT000016090","1951-05-18","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","   10",",,E",,,"  200",",,I","  100",",,E",,
"IT000016090","1951-05-19","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    2",",,E",,,"  190",",,I","   96",",,E",,
"IT000016090","1951-05-20","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","   16",",,E",,,"  240",",,I","   95",",,E",,
"IT000016090","1951-05-21","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"  260",",,I","  120",",,E",,
"IT000016090","1951-05-22","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"  260",",,I","  104",",,E",,
"IT000016090","1951-05-23","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"  270",",,I","  122",",,E",,
"IT000016090","1951-05-24","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"  280",",,I","  122",",,E",,
"IT000016090","1951-05-25","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"  290",",,I","  142",",,E",,
"IT000016090","1951-05-26","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"  260",",,I","  140",",,E",,
"IT000016090","1951-05-27","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    1",",,E",,,"  240",",,I","  170",",,E",,
"IT000016090","1951-05-28","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"  240",",,I","  152",",,E",,
"IT000016090","1951-05-29","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"  260",",,I","   98",",,E",,
"IT000016090","1951-05-30","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"  260",",,I","  138",",,E",,
"IT000016090","1951-05-31","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    4",",,E",,,"  280",",,I","  138",",,E",,
"IT000016090","1951-06-01","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    3",",,E",,,"  260",",,I","   98",",,E",,
"IT000016090","1951-06-02","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","   50",",,E",,,"  230",",,I","  105",",,E",,
"IT000016090","1951-06-03","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","   10",",,E",,,"  250",",,I","   95",",,E",,
"IT000016090","1951-06-04","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"  240",",,I","  102",",,E",,
"IT000016090","1951-06-05","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","   21",",,E",,,"  260",",,I","  120",",,E",,
"IT000016090","1951-06-06","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"  280",",,I","  126",",,E",,
"IT000016090","1951-06-07","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"  290",",,I","  120",",,E",,
"IT000016090","1951-06-08","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","   34",",,E",,,"  250",",,I","  130",",,E",,
"IT000016090","1951-06-09","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","  190",",,E",,,"  230",",,I","  124",",,E",,
"IT000016090","1951-06-10","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"  260",",,I","  135",",,E",,
"IT000016090","1951-06-11","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"  260",",,I","  140",",,E",,
"IT000016090","1951-06-12","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"  280",",,I","  122",",,E",,
"IT000016090","1951-06-13","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"  300",",,I","  144",",,E",,
"IT000016090","1951-06-14","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"  310",",,I","  166",",,E",,
"IT000016090","1951-06-15","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"  320",",,I","  176",",,E",,
"IT000016090","1951-06-16","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"  330",",,I","  170",",,E",,
"IT000016090","1951-06-17","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"  330",",,I","  185",",,E",,
"IT000016090","1951-06-18","45.3831","10.8667","68.0","VERONA VILLAFRANCA, IT","    0",",,E",,,"  340",",,I","  172",",,E",,
