values_fd,values_o
185.19676208496094,6777.4
210.15871215820334,6743.2
165.7801428222665,6752.2
162.9486175537113,6784.9
208.1348425292972,6771.8
169.73441772460956,6757.3
147.43521911621156,6788.4
217.33889282226573,6779.2
172.5039105224614,6748.9
164.19706420898456,6789.8
192.27127014160124,6783.1
194.74203552246126,6769.4
167.30278686523434,6784.3
193.63594299316446,6800.6
183.09586914062493,6789.0
178.8283605957031,6804.7
169.13138549804717,6808.8
182.45072143554717,6808.8
186.98928344726573,6799.2
166.60387145996174,6803.4
184.08750122070342,6811.7
177.07644409179738,6799.3
190.0514953613283,6805.2
198.8670703125008,6803.5
187.17856445312464,6815.0
181.3759680175781,6834.7
238.38221191406228,6842.0
212.57948791503895,6843.6
179.9856628417965,6902.3
136.33788452148474,6932.3
188.1270025634767,6929.6
225.8323345947265,6884.1
198.36593322753833,6892.6
227.26403198242133,6937.3
203.02341308593714,6952.5
183.38344177246017,6996.9
201.38880004882867,7015.2
182.8828808593753,7014.0
176.06624877929698,7031.3
185.2966809082027,7029.2
195.75590698242195,7020.8
160.19778808593765,7022.0
176.29166442871065,7033.4
184.02327758789124,7008.7
201.0121929931638,7001.6
185.06241210937515,7002.0
169.97370727539055,7019.2
216.6495855712892,7019.6
169.94402709960923,7005.3
163.07809020996137,7038.4
199.20340209960978,7022.8
199.89516052246108,7001.9
214.0823571777346,7017.8
182.07388244628874,7033.1
162.48255981445345,7062.2
178.7428430175787,7058.2
179.11158691406217,7035.5
152.07540588378833,7030.1
178.69091186523383,7024.8
128.45084533691352,6992.6
192.3032275390624,6988.5
210.58700744628914,6933.6
168.11140747070294,6945.2
141.96620727538993,6973.2
167.62198791503852,6957.6
155.32951049804706,6917.3
181.55749877929702,6904.3
140.2459582519532,6878.7
199.28807006835905,6880.3
208.78208923339844,6839.9
142.70093322753928,6860.6
158.2909069824218,6888.8
128.28249511718786,6850.0
85.74674743652395,6829.4
267.5963177490239,6778.9
117.16728454589884,6687.9
226.9752203369144,6782.1
123.57885253906261,6719.0
238.77118713378968,6771.1
217.67731567382816,6715.7
183.9714941406255,6779.5
150.7697082519535,6817.7
197.45254272460897,6821.8
181.11656677246083,6793.4
159.83639770507853,6813.2
165.53884277343695,6815.0
137.17227966308565,6795.9
174.3371630859374,6783.5
195.9161370849606,6742.9
175.50611450195356,6741.2
205.53543090820312,6760.2
163.0024499511719,6757.8
176.54221679687544,6786.0
165.97803344726526,6770.2
24.61176208496181,6769.4
104.3642395019533,6757.7
145.61648559570403,6605.2
62.34513549804706,6539.8
232.92144409179673,6515.3
89.6540930175779,6407.2
45.560336914062646,6474.5
90.69112854003924,6392.6
162.19249877929633,6272.3
150.33648559570338,6201.2
189.88556518554742,6202.3
-99.13274536132758,6189.8
-42.34052734375018,6217.5
302.98543457031246,5954.5
216.5701177978517,5762.1
105.13289978027296,5918.4
138.71236755371137,5975.9
132.89869018554782,5922.8
284.3765319824224,5907.3
97.81466308593735,5885.5
191.657289428711,6015.9
55.00327758789081,5952.7
58.371802368164026,5989.6
192.23600585937493,5886.5
165.88072143554746,5792.8
197.95918579101544,5835.2
211.39083923339786,5846.9
110.52646057128914,5891.1
91.3585974121097,5946.8
131.15227966308612,5899.9
193.90456542968786,5837.5
188.7786322021484,5816.9
246.48825256347664,5858.6
73.63065490722602,5892.6
207.98969299316377,5983.6
116.68211914062522,5898.0
170.8265832519537,5953.2
214.42777709960956,5912.3
185.65371520996177,5928.9
143.1217224121092,5987.3
113.60800231933626,6014.4
-79.60115234375007,5999.0
127.88668457031235,5955.5
47.6310357666016,5720.6
274.34209411621123,5703.9
128.34303344726595,5602.2
188.00219177246163,5731.9
161.24087036132823,5706.7
88.6942773437504,5745.5
197.83864746093786,5755.0
109.12068786621148,5692.4
-68.10481567382794,5742.3
144.77686523437478,5699.5
66.42369018554746,5482.8
201.79110229492198,5488.8
340.71885253906294,5411.0
149.23556213378924,5472.6
185.4801477050787,5668.2
97.92489746093725,5664.0
127.01861755371101,5700.9
151.26786987304695,5648.3
254.14306518554713,5628.3
194.55778198242115,5632.3
139.30571777343812,5738.5
322.4522796630863,5779.9
242.8405224609378,5766.5
119.21506286621116,5937.9
216.1061022949225,6020.8
219.77980957031286,5980.0
75.64271545410247,6040.1
58.62718200683594,6099.9
155.50749023437493,6014.0
260.5410925292972,5916.8
146.73672241210897,5919.3
168.0455999755859,6024.4
69.50533691406235,6010.5
150.91415588378914,6021.1
21.58788452148474,5932.3
60.151709594726526,5929.6
187.39468322753874,5795.6
200.78850463867184,5706.8
88.99582031249975,5746.5
181.31678710937467,5795.5
154.86380493164052,5731.2
114.53459045410182,5763.6
184.32280700683623,5766.4
167.13936523437496,5729.5
158.36316284179702,5764.3
216.22134155273488,5779.3
101.38228088378946,5785.6
156.071966552734,5849.8
124.70790588378895,5796.1
148.69893920898448,5801.3
232.84689514160164,5773.6
110.36953552246086,5771.4
164.97610717773478,5852.8
131.8292144775387,5807.6
165.24149047851643,5821.2
182.0224700927729,5799.9
156.65684997558674,5813.4
124.89553222656286,5842.5
173.40377502441424,5845.1
139.0534130859378,5816.5
160.70959411621152,5837.9
166.26899047851566,5823.2
183.724247436523,5831.4
193.41549743652376,5844.4
189.4282904052734,5874.4
169.17844177246116,5912.9
260.0025500488282,5946.2
190.3759082031247,5958.5
230.76196655273452,6061.8
174.9883355712891,6090.6
144.00119506836018,6160.8
252.21060485839917,6172.4
143.29983947753954,6154.1
145.4966857910158,6245.2
215.47300720214935,6222.4
151.93377990722638,6205.1
99.29531799316374,6258.1
170.5029394531257,6244.5
246.42044067382903,6180.2
183.57241210937445,6190.0
246.52962524414033,6273.7
144.07815490722714,6290.6
84.59959533691472,6371.6
211.3254345703126,6346.5
135.4989654541023,6265.1
68.46968200683659,6313.9
192.930908203125,6282.5
181.24321655273434,6186.8
250.72458557128903,6219.6
138.74619506835916,6236.8
118.92415954589887,6323.4
143.440122680664,6294.1
119.24832031250025,6248.5
197.92086914062565,6229.0
164.19148559570294,6185.2
171.22263549804666,6221.8
169.61716674804666,6221.8
153.5243322753904,6229.7
160.1694879150391,6235.6
157.0644128417971,6225.3
154.72509155273383,6222.3
175.45780822753932,6216.1
168.18985229492228,6207.8
131.8179345703129,6220.5
86.92396545410156,6225.1
138.23165466308546,6193.4
210.3809130859372,6118.5
148.50978942871097,6097.9
59.79847290039015,6148.7
112.08786682128903,6134.6
174.48990356445393,6033.7
148.74735717773456,5989.8
168.64253479003855,6008.1
216.4357775878907,5998.7
188.78522033691388,6010.1
143.3032275390624,6068.5
140.26536682128972,6096.6
171.53437622070305,6079.2
348.32749877929746,6060.3
256.6517785644528,6073.2
141.96196655273434,6261.8
233.53718322753957,6349.6
132.2834069824221,6322.8
122.60894042968812,6391.0
130.7249798583989,6353.9
238.25806213378928,6310.6
131.0784680175775,6276.7
245.4438525390624,6351.0
48.86161682128932,6313.6
175.20312622070287,6394.2
123.4437487792975,6273.3
154.33125122070396,6286.7
195.59562377929706,6244.8
166.40533325195247,6236.2
154.39816772460927,6268.3
141.86156677246163,6269.4
177.39419067382823,6259.2
184.43125976562442,6237.0
181.59400512695265,6251.2
142.34390747070393,6271.2
164.79702758789062,6287.7
146.59084533691384,6264.6
166.17447753906345,6265.5
171.0294097900396,6247.6
158.71255493164062,6250.2
176.1640631103519,6257.1
148.30935485839836,6251.4
154.29921447753895,6263.6
75.02399047851577,6247.2
-18.379834594726162,6237.9
71.13637145996108,6149.4
239.88730590820342,5971.7
188.18057495117228,5890.3
128.769287109375,5977.5
45.29597290039055,6006.7
184.45349182128848,5977.1
258.142735595703,5866.2
139.48161987304684,5899.3
164.32253784179738,6001.8
174.99923217773448,5981.3
212.39368713378917,5989.1
161.99096801757787,6006.7
183.18125488281294,6061.0
264.3432525634771,6062.6
115.97325256347631,6086.6
165.25295959472714,6190.6
114.27728088378899,6141.6
151.79331420898416,6146.8
145.25449279785244,6099.6
111.00079040527362,6092.4
173.8345941162106,6077.9
192.9149084472656,6029.7
129.10771911621123,6046.4
152.04024047851635,6080.2
169.88352478027355,6048.9
198.2962152099608,6042.9
168.78027709960952,6054.3
156.747133178711,6093.4
141.3790417480477,6101.3
140.6346252441408,6097.7
154.15137756347667,6079.1
174.76565490722624,6060.6
172.56742736816432,6056.1
142.13008789062587,6072.0
156.730902099609,6084.8
153.15111755371163,6066.9
175.80138549804724,6064.8
145.58822143554698,6058.8
178.37221313476584,6075.7
164.49165466308568,6061.4
139.2461474609372,6081.0
165.7117425537117,6085.4
209.35128784179688,6064.8
192.97485717773452,6071.8
169.2470074462899,6121.6
177.1581848144533,6152.7
129.35702270507863,6159.7
184.53884277343786,6175.0
209.5299749755859,6141.9
166.91221191406294,6166.0
147.92905822753892,6213.1
197.09994995117177,6215.8
225.39803710937576,6200.5
200.31909790039026,6235.2
150.5522418212895,6296.1
198.83461059570254,6329.7
168.0993151855473,6313.3
160.2386022949222,6346.8
183.8018798828125,6347.5
95.42897521972645,6341.1
60.61806213378986,6358.6
133.19067504882878,6286.7
195.4949902343751,6184.0
120.65441284179724,6157.3
162.89975952148507,6191.8
139.2385845947265,6149.1
123.86448791503881,6151.6
165.16921752929738,6129.3
275.3410974121098,6092.8
149.75102966308623,6098.9
137.4125927734376,6214.0
244.34977966308634,6197.9
174.88644042968735,6173.0
102.45218688964815,6255.9
173.7356451416017,6264.6
211.0330902099613,6202.4
176.91840209960992,6214.8
154.85838317871094,6262.4
97.6822644042968,6273.8
120.39693481445283,6263.7
190.84169067382845,6197.2
189.51803710937565,6156.5
144.2208752441411,6186.7
170.11887756347642,6213.1
174.28180725097718,6193.6
176.6572857666015,6201.6
176.45334411621116,6212.9
153.2729357910157,6226.2
158.83122985839873,6238.9
168.3672418212891,6228.1
232.42740356445393,6223.7
149.04610717773448,6228.8
174.21681213378906,6297.6
177.53231567382772,6279.7
203.80899414062515,6289.5
212.52480590820323,6301.7
128.87994995117242,6339.8
121.41606445312573,6385.0
191.45159301757758,6345.2
221.65615722656275,6301.0
141.45772033691446,6328.1
180.38346191406254,6383.0
168.54448791504,6355.6
179.65763549804706,6369.8
156.15331909179713,6370.8
135.6741906738289,6383.2
159.2864941406251,6371.5
173.91052856445367,6340.2
142.75235717773467,6333.8
194.07181213378954,6341.6
174.97981567382885,6317.7
144.68034179687493,6346.5
226.58264282226537,6354.2
204.35746520996145,6331.9
206.4659020996096,6392.8
145.57736755371116,6427.9
267.0510925292974,6464.8
165.6749450683592,6439.8
182.91771423339924,6538.4
138.5001129150387,6530.1
152.44763549804702,6541.8
224.16259643554713,6508.3
187.8911584472662,6490.7
145.14324645996112,6544.9
200.72250122070363,6559.7
187.66759643554724,6532.3
197.49274047851577,6562.2
128.36862243652376,6576.9
-75.88815490722664,6601.4
195.247377319336,6555.9
177.98634765624956,6309.0
210.5731298828132,6344.5
218.69608459472602,6355.1
157.2485308837886,6398.6
63.007786865235175,6448.3
202.74147033691406,6435.1
185.90418457031228,6329.5
198.26593811035218,6368.6
176.15300720214873,6386.4
148.0855572509763,6416.6
137.38478576660145,6423.6
97.16574645996116,6402.9
166.51355590820276,6372.7
88.1967272949214,6303.3
168.86221191406185,6306.0
62.46083557128895,6228.6
169.31994506835963,6235.8
206.06300720214858,6134.4
84.53387756347638,6145.1
187.92690490722634,6189.6
187.57344299316446,6110.6
177.65971679687482,6140.0
142.90990844726548,6165.7
160.46334411621046,6180.9
159.39168579101533,6161.2
73.49540954589884,6160.4
136.74512268066428,6158.1
16.41259765625,6070.0
200.80447753906265,6049.5
155.02950744628924,5907.6
206.13828247070342,5956.7
43.692652587890734,5954.2
111.35262268066435,6004.1
-76.83865234375025,5889.0
231.85293457031275,5848.5
144.29166076660204,5619.1
14.673344116210501,5708.9
151.2167834472657,5701.2
224.33281677246123,5566.4
136.42606567382882,5574.7
200.48793945312445,5652.5
162.4556750488282,5638.7
104.29215820312493,5691.5
118.22643920898463,5703.3
170.3522857666012,5657.6
166.81041442871083,5628.4
117.85222290039019,5651.7
58.55681213378921,5669.6
18.46764770507798,5638.2
115.0194677734371,5549.5
81.37069763183626,5424.4
192.659912109375,5400.0
135.57495727539117,5340.2
46.73011291503917,5394.1
168.47878784179738,5386.8
160.71259155273492,5292.3
211.26761291503863,5324.1
187.01306518554702,5344.3
111.39860229492206,5414.8
97.3272119140629,5458.0
112.59425354003906,5425.1
145.96562377929695,5380.8
206.82648559570316,5353.2
130.28191284179684,5359.3
264.4288415527344,5425.3
139.98978088378863,5411.6
164.86538452148397,5534.3
26.16022521972627,5526.1
103.28983947753841,5546.1
113.92303344726588,5426.2
103.94969177246094,5389.9
161.87389770507798,5363.2
151.37864746093783,5327.0
145.05496520996076,5349.9
138.01297241210887,5360.3
145.77059997558626,5364.4
131.0944775390626,5361.5
142.17806213378935,5366.6
185.80346801757787,5356.7
142.91562988281203,5358.5
152.54420959472645,5403.6
119.87948791503914,5403.6
135.40076049804702,5414.3
177.05456909179702,5391.8
160.37794067382765,5386.2
205.2871191406257,5422.0
135.88398559570305,5439.2
118.00921752929753,5501.3
165.65191772460912,5491.3
159.6067620849608,5465.4
142.61505981445316,5488.2
193.24889770507798,5503.2
150.84624511718812,5501.0
141.48497009277344,5549.9
124.27007263183623,5553.9
139.80909179687478,5549.5
123.77514282226548,5528.2
165.83463317871156,5523.4
143.53038940429724,5502.3
174.71005981445342,5524.2
161.7475500488281,5522.2
148.30528320312533,5552.0
143.93134155273492,5567.3
160.97425354003917,5569.1
149.77341674804757,5566.8
138.56452758789055,5581.7
162.59065002441457,5584.6
182.0034130859376,5576.5
124.75334411621134,5592.9
108.33740844726617,5627.7
137.9921917724614,5603.9
155.13952270507798,5565.7
155.4807177734374,5558.5
189.4121820068358,5567.9
161.83653320312533,5577.0
108.18475952148401,5619.8
162.66868225097642,5633.1
153.5587701416016,5593.1
121.35516052246021,5609.9
162.40456420898408,5615.8
130.34228576660098,5589.6
159.39449645996046,5605.9
149.15865356445283,5588.7
144.73735717773434,5601.8
152.77431213378895,5603.6
173.42159301757783,5601.2
131.98875488281283,5607.0
135.6439752197266,5633.1
139.66556213378954,5616.6
149.17639770507776,5605.2
124.46739746093772,5598.0
139.7808831787106,5600.4
169.3119714355471,5577.8
147.41711547851628,5571.7
155.06631774902417,5594.9
149.0759368896488,5594.9
161.47166076660233,5603.1
172.6434417724613,5604.9
137.44419067382842,5619.2
136.09000976562584,5644.0
166.78338012695258,5632.7
129.83130981445356,5621.2
163.43317504882816,5640.7
162.39249023437515,5622.0
149.40556518554695,5638.3
150.80778198242206,5652.3
149.21144042968717,5653.0
145.3891595458981,5655.4
202.8176226806645,5656.1
153.61625000000004,5653.0
175.84677734375055,5707.5
171.6824951171875,5710.0
149.69247009277387,5735.9
162.3103070068355,5756.4
143.42090820312478,5754.5
217.54235717773463,5765.8
97.66671447753924,5757.6
67.44514282226646,5824.2
166.46443786621148,5767.4
166.98580932617188,5684.8
155.67008789062493,5704.0
173.52609741210927,5720.8
158.66007263183656,5725.9
123.97096679687456,5749.0
143.43543579101606,5756.2
148.76833923339927,5728.9
165.85343322753943,5722.6
147.1693249511718,5721.3
92.30616210937478,5737.0
-8.408499755859339,5733.2
187.0712799072271,5675.1
159.57127502441472,5519.1
119.50153808593768,5565.0
286.0467620849613,5577.4
130.54255981445294,5550.2
142.38409301757838,5691.2
161.71596191406297,5669.0
153.41646057128946,5663.1
134.90807006835985,5676.3
150.9956048583981,5680.4
141.26503479003895,5666.1
150.02347290039052,5668.7
168.08378479003932,5661.1
192.71597290039062,5662.7
160.21003479003957,5682.1
148.231500244141,5725.2
146.99522521972722,5734.1
112.98421447753935,5731.6
159.90014282226548,5728.2
151.256410522461,5690.9
131.4500915527342,5702.3
98.70487854003932,5703.6
178.7341394042969,5685.3
173.52400512695294,5635.2
156.76380981445254,5667.2
134.6338977050782,5691.2
157.31749511718772,5698.0
176.80131774902384,5682.9
193.35935485839855,5691.4
148.44296447753914,5718.6
161.1415881347657,5761.2
199.33694763183667,5757.4
124.58168945312536,5767.5
173.18899536132812,5815.2
146.18269531250007,5786.0
149.31971679687467,5808.0
153.04139282226515,5801.2
200.953187866211,5798.4
152.66662963867202,5799.3
187.40999999999985,5848.0
136.65750000000025,5846.0
108.32490234375018,5880.0
196.7094677734376,5861.5
160.6356976318366,5816.4
100.34909179687475,5861.5
163.82399047851504,5867.2
169.7267474365235,5813.4
207.85497009277424,5825.9
163.4679046630863,5842.4
132.85331542968743,5896.5
181.7622845458991,5903.9
211.38709533691417,5881.6
166.00447753906337,5909.5
153.5884918212896,5965.1
142.92677856445334,5973.2
204.42216186523456,5969.8
173.96781799316432,5956.1
127.37813476562496,6004.5
164.86703247070272,6019.7
180.22347290039033,5988.7
167.7535894775392,5997.1
195.37701782226577,6019.7
152.30381286621105,6028.9
194.63705932617177,6065.8
70.01268554687522,6058.0
79.6224499511718,6093.8
145.3883691406245,6003.0
201.36918090820382,5927.2
125.57840698242217,5918.8
193.47624511718732,5965.0
85.36381774902384,5932.9
159.73435485839855,5971.4
128.1813824462888,5899.1
145.27423950195316,5905.7
146.2962512207032,5878.7
182.81499877929764,5870.3
176.85086059570312,5862.7
149.73474487304702,5891.8
179.82451049804695,5913.3
147.91124877929724,5907.3
192.50043090820327,5932.2
126.2596569824218,5923.8
149.02134277343794,5961.0
154.9649749755863,5929.9
184.78480957031206,5924.0
135.75978576660145,5923.6
168.40334411621097,5952.9
168.9672131347661,5931.7
139.28372497558667,5944.9
133.31418457031305,5957.5
161.2175201416021,5940.1
110.26496520996079,5917.9
156.4430700683597,5924.3
143.28093688964873,5878.9
158.64541076660134,5882.1
153.450746459961,5870.9
164.29220825195353,5875.7
147.21849975585974,5874.8
139.20372009277435,5884.9
131.9366546630863,5877.4
161.01081542968768,5862.5
128.53343688964833,5840.9
158.7788677978515,5849.1
149.80247009277355,5823.9
166.5781976318358,5830.4
166.24336914062496,5827.0
165.94836059570298,5840.7
155.14951049804677,5853.3
131.40904174804655,5865.3
126.05745727539033,5866.2
152.85478088378932,5843.6
158.83110717773525,5816.8
158.61661682128852,5817.6
145.55250122070265,5823.7
157.43894409179757,5829.3
160.3594250488286,5821.7
139.4107128906253,5826.5
139.44224975585985,5833.8
122.12237243652362,5819.9
112.03122009277376,5806.9
122.89882263183608,5776.9
171.08231445312504,5738.0
137.30880004882783,5711.2
181.30624023437485,5733.0
92.5069128417963,5719.3
149.59860717773427,5750.8
199.78431213378917,5691.6
151.96149536132816,5693.2
117.36697265624935,5743.5
153.79658691406257,5743.5
167.2252105712896,5710.1
140.16879272460938,5714.8
141.32728942871108,5731.9
151.55130493164143,5721.2
113.54574279785174,5712.6
134.37819274902358,5714.4
121.65468688964847,5677.9
148.84761779785185,5664.1
164.25694274902344,5637.4
146.1309368896491,5638.9
161.91146545410174,5655.1
149.25569763183557,5652.4
142.84211914062507,5666.0
140.2430285644532,5666.2
166.67288452148387,5660.3
164.59243225097634,5652.1
148.91853576660105,5670.6
169.51969177246156,5685.9
187.55130004882812,5685.2
135.63436523437485,5705.5
213.9484948730469,5742.8
130.32878784179684,5726.8
143.64831420898463,5790.8
156.93939514160138,5767.6
153.20568786621152,5760.4
150.45037963867162,5766.3
142.35999999999967,5768.0
143.83365234375015,5767.0
153.99269042968717,5758.0
184.32083923339906,5750.9
172.20511291503954,5754.1
159.5918151855467,5787.3
153.8636022949213,5806.8
190.45918457031257,5813.5
148.3235357666017,5814.6
186.61531677246057,5852.4
131.72784301757838,5846.2
164.36658691406228,5879.5
177.58290588378986,5856.1
146.18163452148474,5867.3
192.37795959472714,5890.6
148.40208557128972,5881.6
165.39965209960974,5919.8
172.90756286621126,5911.9
151.4204772949215,5922.3
94.26697753906228,5939.5
178.5130621337894,5934.6
73.16169067382816,5873.2
169.0335644531251,5899.0
135.80356567382842,5816.7
131.97846679687518,5835.0
108.98678344726522,5817.2
182.2333441162109,5796.9
123.55764282226573,5754.2
197.1381878662114,5786.4
171.1643249511726,5757.3
164.53981445312547,5804.0
145.38462036132842,5821.7
181.7162500000004,5833.0
128.95634765625073,5825.0
133.79740722656243,5854.0
182.87055236816468,5828.6
114.252685546875,5810.0
177.9311022949214,5840.8
85.60625488281312,5801.0
120.47440490722693,5827.6
164.9346929931644,5759.6
161.58553710937485,5730.5
131.94472290038993,5745.7
49.62763244628968,5756.1
127.16298950195323,5736.7
4.230430908202834,5636.2
80.42735229492246,5617.8
167.9234619140625,5475.0
89.20655822753906,5415.1
173.04528198242224,5442.3
161.57999511718754,5388.0
159.32372009277333,5420.9
160.68934997558608,5439.4
91.06187988281272,5455.5
164.80555725097656,5472.6
145.85439514160134,5419.6
152.40963317871046,5443.4
166.6219714355475,5445.8
216.7588928222649,5455.2
137.52809020996028,5478.4
152.11340209960872,5550.8
129.79361755371065,5540.9
79.92984252929637,5547.8
141.46474975585897,5531.8
192.78141540527395,5466.9
171.7578167724614,5466.4
132.87692504882853,5515.7
232.70475585937493,5541.5
154.6124987792964,5528.3
122.08062622070338,5616.2
155.77913940429698,5621.3
94.66193481445316,5595.7
146.00149536132812,5605.2
151.42822265625,5552.5
172.4724072265626,5554.0
157.05930236816403,5559.6
198.9227832031247,5586.0
205.879661865235,5595.8
151.86930236816443,5647.6
112.47018554687565,5704.0
194.0861999511726,5704.8
132.18149414062464,5667.5
107.63970825195338,5713.7
149.31840209960956,5694.8
162.19693786621065,5653.4
149.83682495117228,5655.3
178.2461621093753,5669.0
168.19952758789077,5669.7
143.69656799316363,5699.1
163.9309667968755,5717.0
163.00264282226544,5710.2
112.78588317871072,5724.4
56.78562377929666,5736.8
133.09595825195265,5698.7
119.48340209960952,5606.8
205.7113128662113,5594.9
117.2648522949221,5567.8
186.2401025390618,5628.0
100.20243713378841,5596.1
169.7154406738282,5636.2
78.58159179687573,5587.5
199.64240844726646,5611.7
153.07781677246112,5542.4
159.89294067382798,5598.2
150.61366210937467,5603.0
142.05712524414048,5615.7
146.313350219727,5618.6
148.0986871337891,5613.1
112.66005004882845,5612.2
112.80643554687504,5613.0
158.79037963867177,5578.3
167.36947265624985,5545.5
114.99187988281301,5559.5
154.69055725097587,5580.6
123.44103576660109,5548.6
147.872621459961,5558.4
151.76740356445316,5535.7
152.2085095214852,5538.8
122.08358459472674,5545.1
107.63958557128899,5551.6
172.15965209960905,5527.8
131.181215209961,5490.9
161.074652099609,5519.8
137.86174255371134,5505.4
156.18546752929706,5522.3
130.94359741210974,5514.8
138.94809997558605,5526.4
137.52010253906246,5512.0
152.70325744628917,5506.6
152.39173950195345,5499.7
137.37062622070243,5508.2
128.40976440429677,5515.8
161.19015747070262,5508.2
150.34005493164022,5492.2
173.09218811035225,5509.6
149.17613220214844,5514.9
124.85608459472587,5543.1
141.54511291503877,5546.1
151.1894128417971,5525.3
136.17528686523383,5522.3
132.17074768066414,5528.6
156.36197265625015,5519.5
176.063657226563,5507.0
